FAC_ID,FREQ,CALL,STATE,CITY,PWR_D,PWR_N,PWR_C,MODE,LAT,LON,STATUS,CALL_HIST,County,FIPS
3119,1400,WJMX,SC,DARLINGTON,1000,1000,,,34.3163,-79.8878,LICEN,"WDAR, WKGE, WDAR, WDZS, WPFM, WWRK",Darlington,45031
66283,710,WROM,GA,ROME,1000,,,,34.2531,-85.1552,LICEN,,Floyd,13115
160449,1340,KVGC,CA,JACKSON,440,250,,,38.3558,-120.7699,LICEN,,Amador,06005
54602,1340,WGRV,TN,GREENEVILLE,1000,1000,,,36.1696,-82.8477,LICEN,,Greene,47059
18069,1450,KWBW,KS,HUTCHINSON,1000,1000,,,38.0728,-97.9651,LICEN,,Reno,20155
35230,580,WTAG,MA,WORCESTER,5000,5000,,,42.337,-71.8204,LICEN,,Worcester,25027
1326,860,KNAI,AZ,PHOENIX,940,1000,,,33.4206,-112.1276,LICEN,"KIFN, KVVA, KMVP",Maricopa,04013
72088,1340,WGAW,MA,GARDNER,1000,1000,,,42.5926,-71.9884,LICEN,,Worcester,25027
70891,1490,KXLQ,IA,INDIANOLA,500,1000,,,41.3567,-93.588,LICEN,"KXLQ, KBAB",Warren,19181
4668,610,WXVA,VA,WINCHESTER,,500,,,39.1982,-78.22,LICEN,"WVAI, WUSQ, WNTW, WTFX, WLVE",Frederick,51069
11235,790,KJRB,WA,SPOKANE,4400,34,,,47.5021,-117.3863,LICEN,,Spokane,53063
74088,1110,WTIS,FL,TAMPA,10000,,5500,,27.9186,-82.3948,LICEN,,Hillsborough,12057
71065,1450,WASK,IN,LAFAYETTE,1000,1000,,,40.4022,-86.8497,LICEN,,Tippecanoe,18157
35208,680,KNBR,CA,SAN FRANCISCO,50000,50000,,,37.5472,-122.2344,LICEN,,San Mateo,06081
51106,1290,KALM,MO,THAYER,1000,56,,,36.5564,-91.5515,LICEN,,Oregon,29149
59958,570,KLAC,CA,LOS ANGELES,5000,5000,,,34.0697,-118.1943,LICEN,,Los Angeles,06037
36231,960,WQLA,TN,LA FOLLETTE,1000,33,,,36.3673,-84.1471,LICEN,"WWGR, WQLA, WGLH",Campbell,47013
73689,990,WDEO,MI,YPSILANTI,9200,250,,,42.2653,-83.6116,LICEN,"WYFC, WWCM",Washtenaw,26161
13002,1050,WTCA,IN,PLYMOUTH,250,250,,,41.3184,-86.3114,LICEN,,Marshall,18099
22011,1470,KUTY,CA,PALMDALE,5000,5000,,,34.6653,-118.012,LICSL,"KUTY, KUXX",Los Angeles,06037
1062,940,WCIT,OH,LIMA,250,6,,,40.7226,-84.0844,LICEN,"WCIT, WLJM, WZOQ",Allen,39003
34605,1130,KILJ,IA,MOUNT PLEASANT,250,22,,,40.9606,-91.5849,LICEN,KKSI,Henry,19087
38906,1530,KZNX,TX,CREEDMOOR,10000,,1000,,30.0774,-97.6358,LICEN,"KWTR, KOPY, KWTR, KNEZ, KQQA",Bastrop,48021
22391,1080,KEMR,NM,MORIARTY,2500,,2000,,35.0092,-105.917,LICEN,"KOFK, KCIB, KQEO, KQEO, KZKL, KRKE, KQNM, KKJY, KIVA, KQNM, KRKE, KSFE, KMYN",Torrance,35057
54489,1600,WRPN,WI,RIPON,5000,5000,,,43.8169,-88.8471,LICEN,WCWC,Fond du Lac,55039
25528,840,KDNF,NM,BELEN,1800,30,,,35.0087,-106.715,LICEN,"KARS, KJFA",Bernalillo,35001
17624,1270,WXGO,IN,MADISON,1000,58,,,38.7412,-85.3613,LICEN,WORX,Jefferson,18077
12634,1450,KRZY,NM,ALBUQUERQUE,1000,1000,,,35.1323,-106.6223,LICEN,,Bernalillo,35001
70531,1570,WYWO,OH,WARREN,750,170,,,41.2062,-80.8412,LICEN,"WTCL, WOKG, WANR, WHTX",Trumbull,39155
19058,1340,WJPF,IL,HERRIN,770,770,,,37.8345,-89.0279,LICEN,WHPI,Williamson,17199
6383,740,KIDR,AZ,PHOENIX,1000,292,,,33.3653,-112.109,LICEN,KMEO,Maricopa,04013
54850,1000,WCMX,MA,LEOMINSTER,1000,,,,42.5237,-71.7348,LICEN,WLMS,Worcester,25027
11914,1140,WRVA,VA,RICHMOND,50000,50000,,,37.4045,-77.3148,LICEN,,Henrico,51087
72152,1230,KWNO,MN,WINONA,1000,990,,,44.0337,-91.6053,LICEN,,Winona,27169
27171,690,KRCO,OR,PRINEVILLE,1000,77,,,44.3409,-120.9078,LICEN,,Crook,41013
14717,1270,WCBC,MD,CUMBERLAND,5000,1000,,,39.6745,-78.7797,LICEN,,Allegany,24001
25441,1060,KYW,PA,PHILADELPHIA,50000,50000,,,40.1034,-75.2485,LICEN,,Montgomery,42091
3494,850,WLRC,MS,WALNUT,940,,,,34.9462,-88.8789,LICEN,,Tippah,28139
73160,940,WKGM,VA,SMITHFIELD,10000,,,,36.9546,-76.6297,LICEN,WEOO,Isle of Wight,51093
250,1170,WDEK,SC,LEXINGTON,10000,,3300,,33.9738,-81.1495,LICEN,"WXAX, WLGO, WQVA",Lexington,45063
34928,1310,WICU,PA,WARREN,5000,94,,,41.8139,-79.1676,LICEN,WNAE,Warren,42123
34464,960,KGKL,TX,SAN ANGELO,5000,116,,,31.4952,-100.4145,LICEN,,Tom Green,48451
67704,1050,WBRG,VA,LYNCHBURG,3800,90,,,37.421,-79.115,LICEN,,Amherst,51009
57120,1480,KCZZ,KS,MISSION,1000,500,,,39.0681,-94.7028,LICEN,"KBEA, KCAZ, KUPN",Wyandotte,20209
70622,730,WFMC,NC,GOLDSBORO,1000,94,,,35.3738,-78.0111,LICEN,,Wayne,37191
43980,1240,WVOS,NY,LIBERTY,1000,1000,,,41.7817,-74.7299,LICEN,,Sullivan,36105
40169,1490,WMRN,OH,MARION,1000,1000,,,40.6139,-83.1296,LICEN,,Marion,39101
29518,1280,KRZE,NM,FARMINGTON,5000,95,,,36.73,-108.2304,LICEN,,San Juan,35045
18232,1410,WLSH,PA,LANSFORD,5000,,,,40.8445,-75.8432,LICEN,,Carbon,42025
63941,1600,KNCY,NE,NEBRASKA CITY,500,31,,,40.6742,-95.8858,LICEN,,Otoe,31131
36194,810,KSWV,NM,SANTA FE,5000,10,,,35.7014,-105.9667,LICEN,"KAFE, KMIK",Santa Fe,35049
34442,1230,KFUN,NM,LAS VEGAS,1000,1000,,,35.5967,-105.2064,LICEN,,San Miguel,35047
2723,1550,KUAZ,AZ,TUCSON,50000,420,,,32.0909,-110.8229,LICEN,KUAT,Pima,04019
14504,630,KCIS,WA,EDMONDS,5000,,,,47.7682,-122.3532,LICEN,KGDN,King,53033
54546,1200,WTLA,NY,NORTH SYRACUSE,1000,1000,,,43.1517,-76.1324,LICEN,"WNSS, WKRL",Onondaga,36067
95,1320,KXYZ,TX,HOUSTON,8400,2800,,,29.9158,-95.4619,LICEN,,Harris,48201
72820,1340,WYBC,CT,NEW HAVEN,1000,880,,,41.2926,-72.9529,LICEN,WNHC,New Haven,09009
53976,1370,KCRV,MO,CARUTHERSVILLE,1000,63,,,36.2139,-89.6904,LICEN,,Pemiscot,29155
25350,1400,KRSC,WA,OTHELLO,1000,1000,,,46.8254,-119.1881,LICEN,,Adams,53001
8148,670,KHGZ,AR,GLENWOOD,5000,,,,34.3257,-93.5577,LICEN,"KQAC, KWXI",Pike,05109
71877,1230,KMRS,MN,MORRIS,1000,1000,,,45.603,-95.8876,LICEN,,Stevens,27149
39566,1250,KHOT,CA,MADERA,500,81,,,36.9661,-120.036,LICEN,"KHOT, KQMD",Madera,06039
16443,1270,WDLA,NY,WALTON,5000,89,,,42.1362,-75.0796,LICEN,,Delaware,36025
26514,1330,WETZ,WV,NEW MARTINSVILLE,1000,59,,,39.6576,-80.8593,LICEN,,Wetzel,54103
41994,1360,WSAI,OH,CINCINNATI,5000,5000,,,39.2476,-84.5311,LICEN,"WWNK, WSAI, WAOZ, WAZU, WCKY",Hamilton,39061
30965,1450,WTKI,AL,HUNTSVILLE,1000,1000,,,34.7251,-86.6042,LICEN,"WFIX, WKGL, WTKI, WHOH",Madison,01089
160492,1490,KNAM,CO,SILT,740,740,,,39.5602,-107.652,LICEN,,Garfield,08045
4671,790,WNIS,VA,NORFOLK,5000,5000,,,37.0737,-76.2916,LICEN,,Hampton,51650
16458,1150,WDEL,DE,WILMINGTON,5000,5000,,,39.8159,-75.5296,LICEN,,New Castle,10003
16410,1360,WLBK,IL,DEKALB,1000,24,,,41.9384,-88.7509,LICEN,,DeKalb,17037
49971,1410,WRSS,PR,SAN SEBASTIAN,1000,1000,,,18.3186,-66.9788,LICEN,,San Sebastián,72131
21628,620,KJOL,CO,GRAND JUNCTION,5000,79,,,39.1264,-108.6376,LICEN,"KSTR, KKTK, KKGM, KBZS, KKGM, KKGJ, KSTR, KRDY, KSTR",Mesa,08077
16785,890,WHJA,MS,LAUREL,10000,,10000,,31.5249,-89.242,LICEN,"WNSL, WQIS, WEEZ",Jones,28067
23899,1400,WGTN,SC,GEORGETOWN,1000,1000,,,33.4043,-79.3264,LICSL,,Georgetown,45043
14714,1340,WLVL,NY,LOCKPORT,1000,1000,,,43.1751,-78.7106,LICEN,,Niagara,36063
854,1410,WNGL,AL,MOBILE,5000,4600,,,30.7069,-88.0619,LICEN,"WUNI, WMML, WLVV",Mobile,01097
62365,1170,WKFL,FL,BUSHNELL,1000,,,,28.7089,-82.1265,LICEN,"WWLB, WBEA",Sumter,12119
38907,1230,KKOR,OR,ASTORIA,1000,1000,,,46.1901,-123.8276,LICEN,"KVAS, KKEE, KVAS",Clatsop,41007
88676,1310,WOKR,NY,CANANDAIGUA,1000,1000,,,42.8889,-77.3189,LICEN,"WCGR, WRSB",Ontario,36069
9749,1340,KCBL,CA,FRESNO,1000,1000,,,36.7641,-119.7865,LICEN,"KKAM, KBOS, KKTR",Fresno,06019
41841,1400,WBAT,IN,MARION,650,650,,,40.5539,-85.6453,LICSL,,Grant,18053
64637,1510,KCTE,MO,INDEPENDENCE,10000,,,,39.0706,-94.4497,LICEN,"KIDZ, KJLA",Jackson,29095
35429,1600,KLGZ,IA,ALGONA,1000,500,,,43.068,-94.3047,LICEN,KLGA,Kossuth,19109
8626,760,WJR,MI,DETROIT,50000,50000,,,42.1681,-83.2149,LICEN,,Wayne,26163
160574,1100,KRKE,NM,PERALTA,1000,,,,34.857,-106.6925,LICEN,KVVD,Valencia,35061
52172,1250,WYYC,PA,YORK,1000,33,,,39.999,-76.695,LICEN,"WOBG, WXKU, WQXA",York,42133
57629,1340,WITS,FL,SEBRING,1000,1000,,,27.5086,-81.422,LICEN,WSEB,Highlands,12055
2926,1340,WNCO,OH,ASHLAND,1000,1000,,,40.8403,-82.3571,LICEN,,Ashland,39005
11722,1430,KCLK,WA,ASOTIN,5000,1000,,,46.3163,-117.041,LICEN,,Asotin,53003
14732,1460,WRVK,KY,MOUNT VERNON,1200,93,,,37.397,-84.3291,LICEN,,Rockcastle,21203
33246,1500,WFIF,CT,MILFORD,5000,,,,41.1926,-73.1009,LICEN,,New Haven,09009
20491,1590,KMIC,TX,HOUSTON,5000,5000,,,29.8441,-95.4477,LICEN,KYOK,Harris,48201
64003,1600,WCPK,VA,CHESAPEAKE,4200,23,,,36.8029,-76.2824,LICEN,"WJQI, WCPK, WJQI, WFOG",Chesapeake,51550
6486,640,WCRV,TN,COLLIERVILLE,50000,480,,,34.9931,-89.8994,LICEN,WMSO,DeSoto,28033
22995,930,WGAD,AL,RAINBOW CITY,5000,500,,,33.9857,-86.0375,LICEN,"WJBY, WKFX, WJBY, WGAD, WJBY",Etowah,01055
21817,1240,WMGJ,AL,GADSDEN,1000,1000,,,34.0012,-86.03,LICEN,,Etowah,01055
34988,1440,KTUV,AR,LITTLE ROCK,5000,240,,,34.7129,-92.2801,LICSL,"KOKY, KITA",Pulaski,05119
70408,1490,WVGB,SC,BEAUFORT,500,1000,,,32.4357,-80.6982,LICEN,WSIB,Beaufort,45013
31153,1230,WQJM,KY,PINEVILLE,1000,1000,,,36.7687,-83.7163,LICEN,WANO,Bell,21013
53612,1490,WCLY,VT,MIDDLEBURY,960,960,,,43.9992,-73.1593,LICSL,WFAD,Addison,50001
87146,1660,KQWB,ND,WEST FARGO,10000,1000,,,46.9758,-96.5843,LICEN,"KQJD, KQJD",Clay,27027
35684,1400,KTUC,AZ,TUCSON,1000,1000,,,32.277,-110.9812,LICEN,,Pima,04019
25239,1450,WCRS,SC,GREENWOOD,1000,1000,,,34.2096,-82.1512,LICEN,,Greenwood,45047
32383,1460,WHTY,AL,PHENIX CITY/COLUMBUS,4000,140,,,32.4329,-84.9505,LICEN,"WPNX, WIQN, WPNX, WHAL, WGSY",Muscogee,13215
2723,1550,KUAZ,AZ,TUCSON,50000,,,,32.3726,-111.0984,LICEN,KUAT,Pima,04019
9709,770,WYRV,VA,CEDAR BLUFF,5000,,,,37.0848,-81.7684,LICSL,,Tazewell,51185
16913,1570,KNDY,KS,MARYSVILLE,250,33,,,39.8578,-96.6492,LICEN,,Marshall,20117
22694,1340,KOMY,CA,LA SELVA BEACH,1000,850,,,36.9619,-121.9819,LICEN,,Santa Cruz,06087
17410,1450,KEST,CA,SAN FRANCISCO,1000,960,,,37.7161,-122.395,LICEN,,San Francisco,06075
19507,1490,KZZN,TX,LITTLEFIELD,1000,1000,,,33.9381,-102.3444,LICSL,,Lamb,48279
63441,780,KSPI,OK,STILLWATER,250,,,,36.0823,-97.0539,LICEN,,Payne,40119
10934,880,KHCM,HI,HONOLULU,2000,2000,,,21.2916,-157.8608,LICEN,"KAIM, KHNR",Honolulu,15003
459,1240,KLOA,CA,RIDGECREST,820,820,,,35.6344,-117.6717,LICEN,,Kern,06029
24482,1560,WAHT,SC,COWPENS,15000,,870,,34.9596,-81.8096,LICEN,"WCCP, WBES, WCCP",Spartanburg,45083
41561,890,KMVG,MO,GLADSTONE,1000,,,,39.0636,-94.5106,LICEN,KGGN,Jackson,29095
73064,1410,KRML,CA,CARMEL,500,16,,,36.5364,-121.9047,LICEN,,Monterey,06053
25523,1570,WNST,MD,TOWSON,5000,237,,,39.4179,-76.5561,LICEN,"WTOW, WFEL, WKDB",Baltimore,24005
11952,1200,WOAI,TX,SAN ANTONIO,50000,50000,,,29.5022,-98.1289,LICEN,,Guadalupe,48187
9676,1280,WWTC,MN,MINNEAPOLIS,10000,15000,,,44.7883,-93.2152,LICEN,"WWTC, KSNE",Dakota,27037
3152,1590,WABV,SC,ABBEVILLE,1000,27,,,34.1509,-82.3926,LICEN,,Abbeville,45001
888,850,WKIX,NC,RALEIGH,9000,120,,,35.794,-78.7617,LICEN,"WKIX, WYLT, WRBZ, WKIX, WPTK",Wake,37183
12212,1240,WSNJ,NJ,BRIDGETON,1000,1000,,,39.459,-75.203,LICEN,,Cumberland,34011
5235,1450,WHRY,WI,HURLEY,1000,1000,,,46.4155,-90.1596,LICEN,,Iron,55051
59966,910,KKSF,CA,OAKLAND,20000,5000,,,37.8957,-122.3247,LICEN,KNEW,Contra Costa,06013
27423,1360,WELP,SC,EASLEY,5000,36,,,34.8396,-82.6387,LICEN,"WELP, WLWZ, WRAH",Pickens,45077
33650,1560,KBEW,MN,BLUE EARTH,1000,,,,43.6455,-94.0928,LICEN,,Faribault,27043
36157,1600,WAOS,GA,AUSTELL,20000,67,,,33.8096,-84.6569,LICEN,"WACX, WCKZ",Cobb,13067
37805,540,WBWD,NY,ISLIP,10000,220,,,40.7518,-73.2134,LICEN,"WLIX, WLUX, WLIE",Suffolk,36103
4475,1430,WBEV,WI,BEAVER DAM,1000,1000,,,43.4286,-88.8926,LICEN,,Dodge,55027
71796,880,KHAC,NM,TSE BONITO,10000,430,,,35.6447,-109.0209,LICEN,,McKinley,35031
41870,950,WHVW,NY,HYDE PARK,500,57,,,41.7462,-73.9124,LICEN,"WHPN, WWWI",Dutchess,36027
34472,560,KZAC,CA,SAN FRANCISCO,5000,5000,,,37.7455,-122.3789,LICSL,KSFO,San Francisco,06075
6440,740,WDGY,WI,HUDSON,5000,,,,44.968,-92.6671,LICEN,"WAOZ, WRPX, WMIN",St. Croix,55109
16725,870,KFLD,WA,PASCO,10000,250,,,46.1739,-119.0678,LICEN,KORD,Benton,53005
9927,950,KWOS,MO,JEFFERSON CITY,5000,500,,,38.5203,-92.1785,LICEN,"KWOS, KLIK",Cole,29051
9309,1370,WBTN,VT,BENNINGTON,1000,85,,,42.9054,-73.2084,LICEN,,Bennington,50003
69777,1400,KVOE,KS,EMPORIA,1000,1000,,,38.3861,-96.1769,LICEN,,Lyon,20111
43771,1180,WKCE,TN,KNOXVILLE,10000,,2600,,35.9801,-83.8191,LICEN,"WHJM, WVLZ",Knox,47093
54040,1230,KWYZ,WA,EVERETT,1000,1000,,,47.9681,-122.1746,LICEN,,Snohomish,53061
54444,1420,WKWN,GA,TRENTON,2500,112,,,34.862,-85.4997,LICEN,WADX,Dade,13083
55681,910,KCJB,ND,MINOT,5000,5000,,,48.2025,-101.3488,LICEN,,Ward,38101
28309,1300,WRDZ,IL,LA GRANGE,4500,4000,,,41.6748,-87.7626,LICEN,WTAQ,Cook,17031
5222,1410,KTCS,AR,FORT SMITH,1000,130,,,35.2779,-94.3766,LICEN,,Sebastian,05131
71216,900,WYPZ,GA,MACON,2000,145,,,32.8496,-83.6016,LICEN,WBML,Bibb,13021
4811,1340,WEKY,KY,RICHMOND,1000,1000,,,37.7168,-84.3069,LICEN,,Madison,21151
161152,1580,KKTS,WY,EVANSVILLE,1000,220,,,42.8816,-106.2875,LICEN,KLNQ,Natrona,56025
63796,1400,WANI,AL,OPELIKA,1000,1000,,,32.6574,-85.4241,LICEN,WJHO,Lee,01081
71152,900,WAYN,NC,ROCKINGHAM,1000,297,,,34.9252,-79.7428,LICEN,,Richmond,37153
54739,1010,KDHX,MO,ST. LOUIS,160,14,,,38.6359,-90.1959,LICSL,"KXEN, WGNU",St. Louis,29510
28120,1140,KPWB,MO,PIEDMONT,1000,,,,37.1414,-90.7032,LICEN,,Wayne,29223
35557,1340,KROS,IA,CLINTON,1000,1000,,,41.86,-90.2051,LICEN,,Clinton,19045
39533,1430,WION,MI,IONIA,4700,330,,,43.0045,-85.0858,LICEN,,Ionia,26067
64363,1050,WTWG,MS,COLUMBUS,1000,48,,,33.5101,-88.4128,LICEN,WACR,Lowndes,28087
3157,1410,WENU,NY,SOUTH GLENS FALLS,1000,103,,,43.3293,-73.6479,LICEN,"WGFN, WSTL, WBZA",Warren,36113
70506,1460,WBRN,MI,BIG RAPIDS,5000,2500,,,43.6636,-85.4817,LICEN,,Mecosta,26107
72622,1170,WWLE,NY,CORNWALL,800,,,,41.4401,-74.0732,LICEN,"WNBW, WARW",Orange,36071
35963,1230,KXLO,MT,LEWISTOWN,1000,1000,,,47.0711,-109.4096,LICEN,,Fergus,30027
71233,1250,WBRM,NC,MARION,5000,51,,,35.6857,-82.0346,LICEN,,McDowell,37111
31585,1490,WVBG,MS,VICKSBURG,1000,1000,,,32.3457,-90.8673,LICEN,"WJFL, WOTA, WVIX, WRTM",Warren,28149
42149,1490,KLNT,TX,LAREDO,1000,1000,,,27.495,-99.4714,LICEN,"KVOZ, KDOS",Webb,48479
505,800,WVHU,WV,HUNTINGTON,5000,185,,,38.3931,-82.4732,LICEN,WKEE,Cabell,54011
31212,880,WSLK,VA,MONETA,900,,,,37.1668,-79.6303,LICEN,"WBLU, WLQE, WVLR, WCQV",Bedford,51019
39626,1400,WHHV,VA,HILLSVILLE,1000,1000,,,36.7501,-80.722,LICEN,,Carroll,51035
11236,780,KKOH,NV,RENO,50000,50000,,,39.678,-119.8027,LICEN,"KCRL, KROW",Washoe,32031
3013,1120,WBNW,MA,CONCORD,5000,1000,,,42.4484,-71.427,LICEN,"WWCC, WADN",Middlesex,25017
21696,1340,WLDY,WI,LADYSMITH,1000,1000,,,45.4664,-91.1232,LICEN,,Rusk,55107
27178,1380,KUVR,NE,HOLDREGE,320,,,,40.5158,-99.3968,LICEN,,Phelps,31137
69975,1380,WKFO,PA,KITTANNING,1000,28,,,40.7887,-79.5345,LICEN,"WACB, WTYM",Armstrong,42005
12816,1490,WKUN,GA,MONROE,1000,1000,,,33.8104,-83.7002,LICEN,,Walton,13297
41054,1520,KFXZ,LA,LAFAYETTE,10000,500,10000,,30.281,-92.0148,LICEN,"KXKW, KINF, KACY, KDYS",Lafayette,22055
15264,1340,KIJV,SD,HURON,1000,1000,,,44.3458,-98.2101,LICEN,,Beadle,46005
67843,1430,KAMP,CO,AURORA,10000,5000,,,39.5631,-104.93,LICEN,"KOSI, KEZW",Douglas,08035
64843,630,WPRO,RI,PROVIDENCE,5000,5000,,,41.7746,-71.3226,LICEN,,Providence,44007
65665,960,KOVO,UT,PROVO,5000,140,,,40.2061,-111.6705,LICEN,"KLZX, KFMY",Utah,49049
160495,1300,KPMI,MN,BEMIDJI,2500,600,,,47.4422,-94.8661,LICEN,NEW,Beltrami,27007
13669,1390,WNIO,OH,YOUNGSTOWN,9500,,,,41.1214,-80.7012,LICEN,"WFMJ, WHOT, WRTK, WRTK",Mahoning,39099
67609,1400,WMAN,OH,MANSFIELD,920,920,,,40.7703,-82.5432,LICEN,,Richland,39139
47145,1430,WXNT,IN,INDIANAPOLIS,5000,5000,,,39.8384,-86.1989,LICEN,"WFXF, WCKN, WMYS",Marion,18097
70504,590,WARM,PA,SCRANTON,1800,430,,,41.4776,-75.8755,LICSL,,Wyoming,42131
2311,1490,WFZX,AL,ANNISTON,1000,1000,,,33.6876,-85.8303,LICEN,"WANA, WSYA, WGBZ",Calhoun,01015
14242,610,WIOD,FL,MIAMI,50000,20000,,,25.7112,-80.4751,LICEN,,Miami-Dade,12086
28874,830,WACC,FL,HIALEAH,4100,1000,,,25.7732,-80.4209,LICEN,"WTIW, WRFM, WXTO",Miami-Dade,12086
5356,900,WATV,AL,BIRMINGHAM,845,158,,,33.5365,-86.8842,LICEN,,Jefferson,01073
16900,1070,WAPI,AL,BIRMINGHAM,50000,5000,,,33.5521,-86.9111,LICSL,,Jefferson,01073
52622,1350,WCMP,MN,PINE CITY,1000,52,,,45.8194,-92.9961,LICEN,,Pine,27115
17745,710,WKOO,NC,ROSE HILL,2500,,,,34.8635,-78.0375,LICEN,WEGG,Duplin,37061
14378,1350,WNLK,CT,NORWALK,1000,500,,,41.1151,-73.4346,LICEN,,Fairfield,09001
8591,1170,WFPB,MA,ORLEANS,670,,,,41.7807,-70.01,LICEN,"WKPE, WHXT, WKPE",Barnstable,25001
68966,1410,KIIX,CO,FORT COLLINS,1000,1000,,,40.5928,-105.1055,LICEN,KCOL,Larimer,08069
1093,1490,WEUR,IL,OAK PARK,1000,1000,,,41.8811,-87.7939,LICEN,"WOPA, WBMX, WPNA",Cook,17031
5888,1570,WCRL,AL,ONEONTA,2500,64,,,33.9546,-86.4722,LICEN,,Blount,01009
55968,1070,KBCL,LA,BOSSIER CITY,250,,,,32.5374,-93.7246,LICEN,,Bossier,22015
37180,1230,WMLR,TN,HOHENWALD,1000,1000,,,35.5229,-87.5445,LICEN,,Lewis,47101
5216,1240,KVLF,TX,ALPINE,1000,1000,,,30.3738,-103.6627,LICEN,,Brewster,48043
71025,1250,KWSU,WA,PULLMAN,5000,2500,,,46.6963,-117.2466,LICEN,,Whitman,53075
6322,1260,KLYC,OR,MCMINNVILLE,1000,850,,,45.2343,-123.1337,LICEN,"KMCM, KCYX",Yamhill,41071
69627,1390,WBLL,OH,BELLEFONTAINE,500,81,,,40.3681,-83.7338,LICEN,"WOHP, WPKO",Logan,39091
64840,790,WPRV,RI,PROVIDENCE,5000,5000,,,41.8343,-71.3651,LICEN,"WEAN, WWAZ, WSKO",Providence,44007
17317,970,WBLF,PA,BELLEFONTE,1000,70,,,40.9034,-77.7681,LICEN,,Centre,42027
13667,1240,WBBW,OH,YOUNGSTOWN,1000,1000,,,41.0806,-80.6481,LICEN,,Mahoning,39099
25476,1440,WRGM,OH,ONTARIO,1000,28,,,40.7681,-82.6177,LICEN,,Richland,39139
54706,1500,WBRI,IN,INDIANAPOLIS,5000,,,,39.8703,-86.0881,LICEN,,Marion,18097
54720,1560,WPAD,KY,PADUCAH,1000,35,,,37.0523,-88.6009,LICEN,,McCracken,21145
33000,1590,KGFK,MN,EAST GRAND FORKS,5000,1000,,,47.878,-97.007,LICEN,"KRAD, KRRK, KCNN",Polk,27119
20629,1030,WKEG,MI,STERLING HEIGHTS,5000,,,,42.6048,-82.911,LICEN,"WVLF, WDRQ, WUFL",Macomb,26099
22898,1560,WBYS,IL,CANTON,250,18,,,40.5445,-90.0209,LICEN,,Fulton,17057
63597,1290,WRJM,WI,GREENFIELD,5000,5000,,,42.9198,-87.9881,LICEN,"WZUU, WMVP, WMCS, WZTI",Milwaukee,55079
16520,1360,KFFA,AR,HELENA,1000,90,,,34.5276,-90.6301,LICEN,,Phillips,05107
30583,990,WITZ,IN,JASPER,1000,6,,,38.3506,-86.9406,LICEN,,Dubois,18037
35639,1230,KSTC,CO,STERLING,1000,1000,,,40.6178,-103.1786,LICEN,,Logan,08075
52433,990,WGSO,LA,NEW ORLEANS,600,310,,,29.9571,-90.1592,LICEN,"WLTS, WYAT",Jefferson,22051
39460,1070,WEKT,KY,ELKTON,500,18,,,36.8092,-87.1606,LICEN,"WSRG, WOAM",Todd,21219
11031,1240,WIGY,ME,LEWISTON,1000,860,,,44.1154,-70.2481,LICEN,"WCOU, WXGL, WTME, WCNM, WEZR",Androscoggin,23001
24448,1320,WDMJ,MI,MARQUETTE,5000,140,,,46.5452,-87.4446,LICEN,,Marquette,26103
27402,1380,WIKG,PA,WAYNESBORO,1000,20,,,39.739,-77.6025,LICEN,"WAYZ, WHGT, WCBG, WLIN",Franklin,42055
72374,980,WDYN,GA,ROSSVILLE,2500,45,,,34.9653,-85.2997,LICEN,"WGVT, WLMX, WCVT, WLMX, WUUS",Walker,13295
71345,1590,WPSN,PA,HONESDALE,2500,15,,,41.5537,-75.2546,LICEN,"WDNH, WWCC",Wayne,42127
48732,1220,WFAX,VA,FALLS CHURCH,5000,48,,,38.8798,-77.1714,LICEN,,Falls Church,51610
23609,1320,WLQY,FL,HOLLYWOOD,5000,5000,,,26.0317,-80.2781,LICEN,"WGMA, WADY",Broward,12011
1027,1540,WNWR,PA,PHILADELPHIA,10000,7,1200,,40.0015,-75.2096,LICEN,"WPGR, WSNI, WPGR",Philadelphia,42101
59467,1440,WBLA,NC,ELIZABETHTOWN,5000,197,,,34.6257,-78.6242,LICEN,,Bladen,37017
21493,1590,KBHT,TX,MEXIA,2500,65,,,31.6202,-96.7519,LICEN,"KBUS, KYCX, KRQX, KLRK, KEKR",Limestone,48293
14244,1290,WHIO,OH,DAYTON,5000,5000,,,39.6789,-84.1302,LICEN,,Montgomery,39113
69992,1500,WBZI,OH,XENIA,500,,,,39.7134,-83.9133,LICEN,"WBZI, WLGY",Greene,39057
67137,1100,WGPA,PA,BETHLEHEM,250,,,,40.6243,-75.3549,LICEN,,Northampton,42095
54515,1330,WLBB,GA,CARROLLTON,1000,34,,,33.5715,-85.0505,LICEN,"WPPI, WBTR",Carroll,13045
41211,1490,KJFK,TX,AUSTIN,1000,1000,,,30.2538,-97.7072,LICEN,"KEYU, KMOW, KFON, KLGO, KTAE, KTSN, KFIT, KJFK",Travis,48453
68685,600,KCOL,CO,WELLINGTON,5000,500,,,40.65,-105.048,LICEN,KIIX,Larimer,08069
60375,680,KBRW,AK,BARROW,10000,10000,,,71.2562,-156.529,LICEN,,North Slope,02185
16849,820,WCPT,IL,WILLOW SPRINGS,5800,,,,41.9814,-87.7723,LICEN,"WPNT, WSCR, WYPA, WCSN, WAIT",Cook,17031
6251,1240,WGTX,MA,WEST YARMOUTH,1000,1000,,,41.6354,-70.2345,LICEN,"WOCB, WUOK, WBUR, WBAS",Barnstable,25001
